MONTH YEAR ,FISCAL YEAR NUMBER ,ROUTE NAME,SUM RIDERSHIP AVERAGE,DAY TYPE,End of Summary Table
2019-08-01,2019,450-Bus Bridge RATP Dev,0,Weekday,End of Summary Table
2019-08-01,2019,451-Plaza Saltillo Shuttle,0,Saturday,End of Summary Table
2019-08-01,2019,451-Plaza Saltillo Shuttle,0,Sunday,End of Summary Table
2019-08-01,2019,455-Bus Bridge MV,0,Saturday,End of Summary Table
2019-08-01,2019,455-Bus Bridge MV,0,Sunday,End of Summary Table
2019-08-01,2019,455-Bus Bridge MV,0,Weekday,End of Summary Table
2019-08-01,2019,"464-MLK, Jr./Capitol",0,Saturday,End of Summary Table
2019-08-01,2019,"464-MLK, Jr./Capitol",0,Sunday,End of Summary Table
2019-08-01,2019,"464-MLK, Jr./Capitol",0,Weekday,End of Summary Table
2019-08-01,2019,465-MLK/University of Texas,0,Saturday,End of Summary Table
2019-08-01,2019,465-MLK/University of Texas,0,Sunday,End of Summary Table
2019-08-01,2019,466-Kramer/Domain,0,Saturday,End of Summary Table
2019-08-01,2019,466-Kramer/Domain,0,Sunday,End of Summary Table
2019-08-01,2019,470-Manor Flex,0,Saturday,End of Summary Table
2019-08-01,2019,470-Manor Flex,0,Sunday,End of Summary Table
2019-08-01,2019,470-Manor Flex,0,Weekday,End of Summary Table
2019-08-01,2019,481-Night Owl North Lamar,0,Sunday,End of Summary Table
2019-08-01,2019,483-Night Owl Riverside,0,Sunday,End of Summary Table
2019-08-01,2019,484-Night Owl South Lamar,0,Sunday,End of Summary Table
2019-08-01,2019,485-Night Owl Cameron,0,Sunday,End of Summary Table
2019-08-01,2019,486-Night Owl South Congress,0,Sunday,End of Summary Table
2019-08-01,2019,490-HEB Shuttle,0,Saturday,End of Summary Table
2019-08-01,2019,490-HEB Shuttle,0,Sunday,End of Summary Table
2019-08-01,2019,491-Allandale,0,Sunday,End of Summary Table
2019-08-01,2019,491-Allandale,0,Weekday,End of Summary Table
2019-08-01,2019,492-Delwood,0,Saturday,End of Summary Table
2019-08-01,2019,492-Delwood,0,Sunday,End of Summary Table
2019-08-01,2019,493-EASTVIEW,0,Saturday,End of Summary Table
2019-08-01,2019,493-EASTVIEW,0,Sunday,End of Summary Table
2019-08-01,2019,550-Metro Rail Red Line,0,Saturday,End of Summary Table
2019-08-01,2019,550-Metro Rail Red Line,0,Sunday,End of Summary Table
2019-08-01,2019,640-Forty Acres,0,Sunday,End of Summary Table
2019-08-01,2019,641-East Campus,0,Sunday,End of Summary Table
2019-08-01,2019,653-Red River,0,Saturday,End of Summary Table
2019-08-01,2019,653-Red River,0,Sunday,End of Summary Table
2019-08-01,2019,653-Red River,0,Weekday,End of Summary Table
2019-08-01,2019,656-Intramural Fields/UT,0,Sunday,End of Summary Table
2019-08-01,2019,661-Far West/UT,0,Sunday,End of Summary Table
2019-08-01,2019,671-North Riverside,0,Saturday,End of Summary Table
2019-08-01,2019,671-North Riverside,0,Sunday,End of Summary Table
2019-08-01,2019,672-Lakeshore,0,Saturday,End of Summary Table
2019-08-01,2019,672-Lakeshore,0,Sunday,End of Summary Table
2019-08-01,2019,681-Intramural/Far West,0,Saturday,End of Summary Table
2019-08-01,2019,681-Intramural/Far West,0,Weekday,End of Summary Table
2019-08-01,2019,682-Forty Acres/East Campus,0,Saturday,End of Summary Table
2019-08-01,2019,682-Forty Acres/East Campus,0,Weekday,End of Summary Table
2019-08-01,2019,935-Tech Ridge Express,0,Saturday,End of Summary Table
2019-08-01,2019,935-Tech Ridge Express,0,Sunday,End of Summary Table
2019-08-01,2019,970-Lantana Express,0,Saturday,End of Summary Table
2019-08-01,2019,970-Lantana Express,0,Sunday,End of Summary Table
2019-08-01,2019,970-Lantana Express,0,Weekday,End of Summary Table
2019-08-01,2019,980-North Mopac Express,0,Sunday,End of Summary Table
2019-08-01,2019,981-Oak Knoll Express,0,Saturday,End of Summary Table
2019-08-01,2019,981-Oak Knoll Express,0,Sunday,End of Summary Table
2019-08-01,2019,982-Pavilion Express,0,Saturday,End of Summary Table
2019-08-01,2019,982-Pavilion Express,0,Sunday,End of Summary Table
2019-08-01,2019,983-N. U.S. 183 Express,0,Saturday,End of Summary Table
2019-08-01,2019,983-N. U.S. 183 Express,0,Sunday,End of Summary Table
2019-08-01,2019,983-N. U.S. 183 Express,0,Weekday,End of Summary Table
2019-08-01,2019,985-Leander/Lakeline Direct,0,Sunday,End of Summary Table
2019-08-01,2019,987-Leander/Lakeline Express,0,Saturday,End of Summary Table
2019-08-01,2019,987-Leander/Lakeline Express,0,Sunday,End of Summary Table
2019-08-01,2019,990-Manor/Elgin Express,0,Saturday,End of Summary Table
2019-08-01,2019,990-Manor/Elgin Express,0,Sunday,End of Summary Table
2019-08-01,2019,641-East Campus,24,Saturday,End of Summary Table
2019-08-01,2019,682-Forty Acres/East Campus,46,Sunday,End of Summary Table
2019-08-01,2019,493-EASTVIEW,54,Weekday,End of Summary Table
2019-08-01,2019,412-E-Bus/Main Campus,87,Saturday,End of Summary Table
2019-08-01,2019,680-North Riverside/Lakeshore,100,Sunday,End of Summary Table
2019-08-01,2019,490-HEB Shuttle,103,Weekday,End of Summary Table
2019-08-01,2019,640-Forty Acres,103,Saturday,End of Summary Table
2019-08-01,2019,642-West Campus/UT,107,Saturday,End of Summary Table
2019-08-01,2019,642-West Campus/UT,108,Sunday,End of Summary Table
2019-08-01,2019,656-Intramural Fields/UT,109,Saturday,End of Summary Table
2019-08-01,2019,233-Decker/Daffan Ln,110,Sunday,End of Summary Table
2019-08-01,2019,680-North Riverside/Lakeshore,123,Saturday,End of Summary Table
2019-08-01,2019,670-Crossing Place,126,Sunday,End of Summary Table
2019-08-01,2019,670-Crossing Place,134,Saturday,End of Summary Table
2019-08-01,2019,663-Lake Austin/UT,137,Sunday,End of Summary Table
2019-08-01,2019,681-Intramural/Far West,142,Sunday,End of Summary Table
2019-08-01,2019,663-Lake Austin/UT,154,Saturday,End of Summary Table
2019-08-01,2019,411-E-Bus/Riverside,180,Saturday,End of Summary Table
2019-08-01,2019,491-Allandale,181,Saturday,End of Summary Table
2019-08-01,2019,412-E-Bus/Main Campus,211,Weekday,End of Summary Table
2019-08-01,2019,492-Delwood,215,Weekday,End of Summary Table
2019-08-01,2019,411-E-Bus/Riverside,232,Weekday,End of Summary Table
2019-08-01,2019,484-Night Owl South Lamar,251,Saturday,End of Summary Table
2019-08-01,2019,233-Decker/Daffan Ln,262,Saturday,End of Summary Table
2019-08-01,2019,980-North Mopac Express,267,Saturday,End of Summary Table
2019-08-01,2019,661-Far West/UT,275,Saturday,End of Summary Table
2019-08-01,2019,410-E-Bus/West Campus,329,Saturday,End of Summary Table
2019-08-01,2019,485-Night Owl Cameron,439,Saturday,End of Summary Table
2019-08-01,2019,985-Leander/Lakeline Direct,485,Saturday,End of Summary Table
2019-08-01,2019,135-Dell Limited,533,Weekday,End of Summary Table
2019-08-01,2019,217-Montopolis Feeder,534,Sunday,End of Summary Table
2019-08-01,2019,345-45TH,540,Sunday,End of Summary Table
2019-08-01,2019,486-Night Owl South Congress,544,Saturday,End of Summary Table
2019-08-01,2019,339-Tuscany,586,Sunday,End of Summary Table
2019-08-01,2019,237-Northeast Feeder,599,Sunday,End of Summary Table
2019-08-01,2019,484-Night Owl South Lamar,603,Weekday,End of Summary Table
2019-08-01,2019,410-E-Bus/West Campus,639,Weekday,End of Summary Table
2019-08-01,2019,217-Montopolis Feeder,646,Saturday,End of Summary Table
2019-08-01,2019,345-45TH,746,Saturday,End of Summary Table
2019-08-01,2019,201-Southpark Meadows,747,Sunday,End of Summary Table
2019-08-01,2019,228-VA Clinic,784,Saturday,End of Summary Table
2019-08-01,2019,483-Night Owl Riverside,896,Saturday,End of Summary Table
2019-08-01,2019,481-Night Owl North Lamar,930,Saturday,End of Summary Table
2019-08-01,2019,237-Northeast Feeder,1005,Saturday,End of Summary Table
2019-08-01,2019,243-Wells Branch,1006,Sunday,End of Summary Table
2019-08-01,2019,339-Tuscany,1063,Saturday,End of Summary Table
2019-08-01,2019,392-Braker,1087,Sunday,End of Summary Table
2019-08-01,2019,201-Southpark Meadows,1129,Saturday,End of Summary Table
2019-08-01,2019,322-Chicon/Cherrywood,1162,Sunday,End of Summary Table
2019-08-01,2019,271-Del Valle,1304,Sunday,End of Summary Table
2019-08-01,2019,323-Anderson,1336,Sunday,End of Summary Table
2019-08-01,2019,243-Wells Branch,1513,Saturday,End of Summary Table
2019-08-01,2019,214-Northwest Feeder,1534,Weekday,End of Summary Table
2019-08-01,2019,5-Woodrow/Lamar,1542,Sunday,End of Summary Table
2019-08-01,2019,485-Night Owl Cameron,1572,Weekday,End of Summary Table
2019-08-01,2019,322-Chicon/Cherrywood,1661,Saturday,End of Summary Table
2019-08-01,2019,335-335 35th/38th,1678,Sunday,End of Summary Table
2019-08-01,2019,392-Braker,1770,Saturday,End of Summary Table
2019-08-01,2019,19-Bull Creek,1778,Sunday,End of Summary Table
2019-08-01,2019,233-Decker/Daffan Ln,1788,Weekday,End of Summary Table
2019-08-01,2019,486-Night Owl South Congress,1822,Weekday,End of Summary Table
2019-08-01,2019,6-East 12th,1842,Sunday,End of Summary Table
2019-08-01,2019,672-Lakeshore,1973,Weekday,End of Summary Table
2019-08-01,2019,466-Kramer/Domain,2033,Weekday,End of Summary Table
2019-08-01,2019,323-Anderson,2079,Saturday,End of Summary Table
2019-08-01,2019,315-Ben White,2129,Sunday,End of Summary Table
2019-08-01,2019,5-Woodrow/Lamar,2156,Saturday,End of Summary Table
2019-08-01,2019,103-Manchaca Flyer,2261,Weekday,End of Summary Table
2019-08-01,2019,483-Night Owl Riverside,2338,Weekday,End of Summary Table
2019-08-01,2019,318-Westgate/Slaughter,2355,Sunday,End of Summary Table
2019-08-01,2019,990-Manor/Elgin Express,2375,Weekday,End of Summary Table
2019-08-01,2019,111-South Mopac Flyer,2392,Weekday,End of Summary Table
2019-08-01,2019,335-335 35th/38th,2466,Saturday,End of Summary Table
2019-08-01,2019,271-Del Valle,2489,Saturday,End of Summary Table
2019-08-01,2019,671-North Riverside,2495,Weekday,End of Summary Table
2019-08-01,2019,981-Oak Knoll Express,2586,Weekday,End of Summary Table
2019-08-01,2019,18-Martin Luther King,2687,Sunday,End of Summary Table
2019-08-01,2019,465-MLK/University of Texas,2723,Weekday,End of Summary Table
2019-08-01,2019,481-Night Owl North Lamar,2771,Weekday,End of Summary Table
2019-08-01,2019,2-Rosewood,2972,Sunday,End of Summary Table
2019-08-01,2019,641-East Campus,3011,Weekday,End of Summary Table
2019-08-01,2019,6-East 12th,3016,Saturday,End of Summary Table
2019-08-01,2019,315-Ben White,3026,Saturday,End of Summary Table
2019-08-01,2019,105-South 5th Flyer,3068,Weekday,End of Summary Table
2019-08-01,2019,19-Bull Creek,3093,Saturday,End of Summary Table
2019-08-01,2019,142-Metric Flyer,3122,Weekday,End of Summary Table
2019-08-01,2019,30-Barton Creek Sq,3269,Sunday,End of Summary Table
2019-08-01,2019,350-Airport Blvd,3287,Sunday,End of Summary Table
2019-08-01,2019,310-Parker/Wickersham,3292,Sunday,End of Summary Table
2019-08-01,2019,217-Montopolis Feeder,3454,Weekday,End of Summary Table
2019-08-01,2019,318-Westgate/Slaughter,3587,Saturday,End of Summary Table
2019-08-01,2019,18-Martin Luther King,3716,Saturday,End of Summary Table
2019-08-01,2019,MA-MetroAccess,3793,Sunday,End of Summary Table
2019-08-01,2019,171-Oak Hill Flyer,3795,Weekday,End of Summary Table
2019-08-01,2019,337-Koenig/Colony Park,3884,Sunday,End of Summary Table
2019-08-01,2019,324-Georgian/Ohlen,3896,Sunday,End of Summary Table
2019-08-01,2019,345-45TH,4067,Weekday,End of Summary Table
2019-08-01,2019,680-North Riverside/Lakeshore,4232,Weekday,End of Summary Table
2019-08-01,2019,17-Cesar Chavez,4288,Sunday,End of Summary Table
2019-08-01,2019,2-Rosewood,4394,Saturday,End of Summary Table
2019-08-01,2019,30-Barton Creek Sq,4430,Saturday,End of Summary Table
2019-08-01,2019,383-Research/Braker,4462,Sunday,End of Summary Table
2019-08-01,2019,237-Northeast Feeder,4628,Weekday,End of Summary Table
2019-08-01,2019,310-Parker/Wickersham,4980,Saturday,End of Summary Table
2019-08-01,2019,4-7th Street,5140,Sunday,End of Summary Table
2019-08-01,2019,333-William Cannon,5161,Sunday,End of Summary Table
2019-08-01,2019,350-Airport Blvd,5267,Saturday,End of Summary Table
2019-08-01,2019,311-Stassney,5323,Sunday,End of Summary Table
2019-08-01,2019,MA-MetroAccess,5362,Saturday,End of Summary Table
2019-08-01,2019,640-Forty Acres,5747,Weekday,End of Summary Table
2019-08-01,2019,324-Georgian/Ohlen,5999,Saturday,End of Summary Table
2019-08-01,2019,17-Cesar Chavez,6080,Saturday,End of Summary Table
2019-08-01,2019,935-Tech Ridge Express,6119,Weekday,End of Summary Table
2019-08-01,2019,337-Koenig/Colony Park,6334,Saturday,End of Summary Table
2019-08-01,2019,339-Tuscany,6706,Weekday,End of Summary Table
2019-08-01,2019,987-Leander/Lakeline Express,6707,Weekday,End of Summary Table
2019-08-01,2019,383-Research/Braker,7158,Saturday,End of Summary Table
2019-08-01,2019,311-Stassney,7620,Saturday,End of Summary Table
2019-08-01,2019,333-William Cannon,7678,Saturday,End of Summary Table
2019-08-01,2019,4-7th Street,7891,Saturday,End of Summary Table
2019-08-01,2019,3-Burnet/Manchaca,8023,Sunday,End of Summary Table
2019-08-01,2019,325-Metric/Rundberg,8292,Sunday,End of Summary Table
2019-08-01,2019,642-West Campus/UT,8656,Weekday,End of Summary Table
2019-08-01,2019,663-Lake Austin/UT,8724,Weekday,End of Summary Table
2019-08-01,2019,201-Southpark Meadows,8821,Weekday,End of Summary Table
2019-08-01,2019,243-Wells Branch,9151,Weekday,End of Summary Table
2019-08-01,2019,228-VA Clinic,9347,Weekday,End of Summary Table
2019-08-01,2019,1-North Lamar/South Congress,9373,Sunday,End of Summary Table
2019-08-01,2019,656-Intramural Fields/UT,10013,Weekday,End of Summary Table
2019-08-01,2019,322-Chicon/Cherrywood,10054,Weekday,End of Summary Table
2019-08-01,2019,392-Braker,10602,Weekday,End of Summary Table
2019-08-01,2019,980-North Mopac Express,10759,Weekday,End of Summary Table
2019-08-01,2019,670-Crossing Place,11551,Weekday,End of Summary Table
2019-08-01,2019,451-Plaza Saltillo Shuttle,12092,Weekday,End of Summary Table
2019-08-01,2019,323-Anderson,12266,Weekday,End of Summary Table
2019-08-01,2019,325-Metric/Rundberg,12307,Saturday,End of Summary Table
2019-08-01,2019,5-Woodrow/Lamar,12406,Weekday,End of Summary Table
2019-08-01,2019,3-Burnet/Manchaca,12590,Saturday,End of Summary Table
2019-08-01,2019,803-Burnet/S Lamar,12859,Sunday,End of Summary Table
2019-08-01,2019,7-Duval / Dove Springs,13931,Sunday,End of Summary Table
2019-08-01,2019,1-North Lamar/South Congress,14232,Saturday,End of Summary Table
2019-08-01,2019,20-Manor Rd/Riverside,14449,Sunday,End of Summary Table
2019-08-01,2019,982-Pavilion Express,14790,Weekday,End of Summary Table
2019-08-01,2019,10-South 1st/Red River,15084,Sunday,End of Summary Table
2019-08-01,2019,335-335 35th/38th,15706,Weekday,End of Summary Table
2019-08-01,2019,6-East 12th,16667,Weekday,End of Summary Table
2019-08-01,2019,661-Far West/UT,17370,Weekday,End of Summary Table
2019-08-01,2019,315-Ben White,18243,Weekday,End of Summary Table
2019-08-01,2019,300-Springdale/Oltorf,18568,Sunday,End of Summary Table
2019-08-01,2019,318-Westgate/Slaughter,18899,Weekday,End of Summary Table
2019-08-01,2019,30-Barton Creek Sq,20095,Weekday,End of Summary Table
2019-08-01,2019,801-N Lamar S Congress,20362,Sunday,End of Summary Table
2019-08-01,2019,19-Bull Creek,20521,Weekday,End of Summary Table
2019-08-01,2019,803-Burnet/S Lamar,20543,Saturday,End of Summary Table
2019-08-01,2019,7-Duval / Dove Springs,21774,Saturday,End of Summary Table
2019-08-01,2019,20-Manor Rd/Riverside,22222,Saturday,End of Summary Table
2019-08-01,2019,271-Del Valle,22272,Weekday,End of Summary Table
2019-08-01,2019,10-South 1st/Red River,22389,Saturday,End of Summary Table
2019-08-01,2019,18-Martin Luther King,25907,Weekday,End of Summary Table
2019-08-01,2019,300-Springdale/Oltorf,26351,Saturday,End of Summary Table
2019-08-01,2019,2-Rosewood,26403,Weekday,End of Summary Table
2019-08-01,2019,310-Parker/Wickersham,27178,Weekday,End of Summary Table
2019-08-01,2019,350-Airport Blvd,31743,Weekday,End of Summary Table
2019-08-01,2019,324-Georgian/Ohlen,33362,Weekday,End of Summary Table
2019-08-01,2019,985-Leander/Lakeline Direct,34023,Weekday,End of Summary Table
2019-08-01,2019,801-N Lamar S Congress,34441,Saturday,End of Summary Table
2019-08-01,2019,17-Cesar Chavez,34493,Weekday,End of Summary Table
2019-08-01,2019,383-Research/Braker,38595,Weekday,End of Summary Table
2019-08-01,2019,550-Metro Rail Red Line,41256,Weekday,End of Summary Table
2019-08-01,2019,333-William Cannon,43548,Weekday,End of Summary Table
2019-08-01,2019,4-7th Street,44663,Weekday,End of Summary Table
2019-08-01,2019,337-Koenig/Colony Park,45278,Weekday,End of Summary Table
2019-08-01,2019,MA-MetroAccess,52142,Weekday,End of Summary Table
2019-08-01,2019,311-Stassney,52350,Weekday,End of Summary Table
2019-08-01,2019,3-Burnet/Manchaca,70835,Weekday,End of Summary Table
2019-08-01,2019,325-Metric/Rundberg,72660,Weekday,End of Summary Table
2019-08-01,2019,1-North Lamar/South Congress,76672,Weekday,End of Summary Table
2019-08-01,2019,803-Burnet/S Lamar,133792,Weekday,End of Summary Table
2019-08-01,2019,20-Manor Rd/Riverside,142590,Weekday,End of Summary Table
2019-08-01,2019,7-Duval / Dove Springs,145406,Weekday,End of Summary Table
2019-08-01,2019,10-South 1st/Red River,145708,Weekday,End of Summary Table
2019-08-01,2019,300-Springdale/Oltorf,151686,Weekday,End of Summary Table
2019-08-01,2019,801-N Lamar S Congress,225460,Weekday,End of Summary Table
2019-07-01,2019,100-MetroAirport,0,Saturday,End of Summary Table
2019-07-01,2019,100-MetroAirport,0,Sunday,End of Summary Table
2019-07-01,2019,100-MetroAirport,0,Weekday,End of Summary Table
2019-07-01,2019,103-Manchaca Flyer,0,Saturday,End of Summary Table
2019-07-01,2019,103-Manchaca Flyer,0,Sunday,End of Summary Table
2019-07-01,2019,105-South 5th Flyer,0,Saturday,End of Summary Table
2019-07-01,2019,105-South 5th Flyer,0,Sunday,End of Summary Table
2019-07-01,2019,110-South Central Flyer,0,Saturday,End of Summary Table
2019-07-01,2019,110-South Central Flyer,0,Sunday,End of Summary Table
2019-07-01,2019,110-South Central Flyer,0,Weekday,End of Summary Table
2019-07-01,2019,111-South Mopac Flyer,0,Saturday,End of Summary Table
2019-07-01,2019,111-South Mopac Flyer,0,Sunday,End of Summary Table
2019-07-01,2019,122-Four Points Limited,0,Saturday,End of Summary Table
2019-07-01,2019,122-Four Points Limited,0,Sunday,End of Summary Table
2019-07-01,2019,122-Four Points Limited,0,Weekday,End of Summary Table
2019-07-01,2019,127-Dove Springs Flyer,0,Saturday,End of Summary Table
2019-07-01,2019,127-Dove Springs Flyer,0,Sunday,End of Summary Table
2019-07-01,2019,127-Dove Springs Flyer,0,Weekday,End of Summary Table
2019-07-01,2019,135-Dell Limited,0,Saturday,End of Summary Table
2019-07-01,2019,135-Dell Limited,0,Sunday,End of Summary Table
2019-07-01,2019,142-Metric Flyer,0,Saturday,End of Summary Table
2019-07-01,2019,142-Metric Flyer,0,Sunday,End of Summary Table
2019-07-01,2019,171-Oak Hill Flyer,0,Saturday,End of Summary Table
2019-07-01,2019,171-Oak Hill Flyer,0,Sunday,End of Summary Table
2019-07-01,2019,21-Exposition/Chicon Clockwise,0,Saturday,End of Summary Table
2019-07-01,2019,21-Exposition/Chicon Clockwise,0,Sunday,End of Summary Table
2019-07-01,2019,21-Exposition/Chicon Clockwise,0,Weekday,End of Summary Table
2019-07-01,2019,214-Northwest Feeder,0,Saturday,End of Summary Table
2019-07-01,2019,214-Northwest Feeder,0,Sunday,End of Summary Table
2019-07-01,2019,217-Montopolis Feeder,0,Saturday,End of Summary Table
2019-07-01,2019,217-Montopolis Feeder,0,Sunday,End of Summary Table
2019-07-01,2019,217-Montopolis Feeder,0,Weekday,End of Summary Table
2019-07-01,2019,22-Exposition/Chicon Counter-clockwise,0,Saturday,End of Summary Table
2019-07-01,2019,22-Exposition/Chicon Counter-clockwise,0,Sunday,End of Summary Table
2019-07-01,2019,22-Exposition/Chicon Counter-clockwise,0,Weekday,End of Summary Table
2019-07-01,2019,228-VA Clinic,0,Sunday,End of Summary Table
2019-07-01,2019,238-Westgate ,0,Saturday,End of Summary Table
2019-07-01,2019,238-Westgate ,0,Sunday,End of Summary Table
2019-07-01,2019,238-Westgate ,0,Weekday,End of Summary Table
2019-07-01,2019,240-Rutland,0,Saturday,End of Summary Table
2019-07-01,2019,240-Rutland,0,Sunday,End of Summary Table
2019-07-01,2019,240-Rutland,0,Weekday,End of Summary Table
2019-07-01,2019,275-North Lamar ,0,Saturday,End of Summary Table
2019-07-01,2019,275-North Lamar ,0,Sunday,End of Summary Table
2019-07-01,2019,275-North Lamar ,0,Weekday,End of Summary Table
2019-07-01,2019,320-St. Johns,0,Saturday,End of Summary Table
2019-07-01,2019,320-St. Johns,0,Sunday,End of Summary Table
2019-07-01,2019,320-St. Johns,0,Weekday,End of Summary Table
2019-07-01,2019,331-Oltorf,0,Saturday,End of Summary Table
2019-07-01,2019,331-Oltorf,0,Sunday,End of Summary Table
2019-07-01,2019,331-Oltorf,0,Weekday,End of Summary Table
2019-07-01,2019,338-Lamar/45th,0,Saturday,End of Summary Table
2019-07-01,2019,338-Lamar/45th,0,Sunday,End of Summary Table
2019-07-01,2019,338-Lamar/45th,0,Weekday,End of Summary Table
2019-07-01,2019,37-Colony Park/Windsor Park,0,Saturday,End of Summary Table
2019-07-01,2019,37-Colony Park/Windsor Park,0,Sunday,End of Summary Table
2019-07-01,2019,37-Colony Park/Windsor Park,0,Weekday,End of Summary Table
2019-07-01,2019,410-E-Bus/West Campus,0,Saturday,End of Summary Table
2019-07-01,2019,410-E-Bus/West Campus,0,Sunday,End of Summary Table
2019-07-01,2019,410-E-Bus/West Campus,0,Weekday,End of Summary Table
2019-07-01,2019,411-E-Bus/Riverside,0,Saturday,End of Summary Table
2019-07-01,2019,411-E-Bus/Riverside,0,Sunday,End of Summary Table
2019-07-01,2019,411-E-Bus/Riverside,0,Weekday,End of Summary Table
2019-07-01,2019,412-E-Bus/Main Campus,0,Saturday,End of Summary Table
2019-07-01,2019,412-E-Bus/Main Campus,0,Sunday,End of Summary Table
2019-07-01,2019,412-E-Bus/Main Campus,0,Weekday,End of Summary Table
2019-07-01,2019,445-New Life Shuttle ,0,Saturday,End of Summary Table
2019-07-01,2019,445-New Life Shuttle ,0,Sunday,End of Summary Table
2019-07-01,2019,445-New Life Shuttle ,0,Weekday,End of Summary Table
2019-07-01,2019,450-Bus Bridge RATP Dev,0,Saturday,End of Summary Table
2019-07-01,2019,450-Bus Bridge RATP Dev,0,Sunday,End of Summary Table
2019-07-01,2019,450-Bus Bridge RATP Dev,0,Weekday,End of Summary Table
2019-07-01,2019,451-Plaza Saltillo Shuttle,0,Saturday,End of Summary Table
2019-07-01,2019,451-Plaza Saltillo Shuttle,0,Sunday,End of Summary Table
2019-07-01,2019,455-Bus Bridge MV,0,Saturday,End of Summary Table
2019-07-01,2019,455-Bus Bridge MV,0,Sunday,End of Summary Table
2019-07-01,2019,455-Bus Bridge MV,0,Weekday,End of Summary Table
2019-07-01,2019,"464-MLK, Jr./Capitol",0,Saturday,End of Summary Table
2019-07-01,2019,"464-MLK, Jr./Capitol",0,Sunday,End of Summary Table
2019-07-01,2019,"464-MLK, Jr./Capitol",0,Weekday,End of Summary Table
2019-07-01,2019,465-MLK/University of Texas,0,Saturday,End of Summary Table
2019-07-01,2019,465-MLK/University of Texas,0,Sunday,End of Summary Table
2019-07-01,2019,466-Kramer/Domain,0,Saturday,End of Summary Table
2019-07-01,2019,466-Kramer/Domain,0,Sunday,End of Summary Table
2019-07-01,2019,470-Manor Flex,0,Saturday,End of Summary Table
2019-07-01,2019,470-Manor Flex,0,Sunday,End of Summary Table
2019-07-01,2019,470-Manor Flex,0,Weekday,End of Summary Table
2019-07-01,2019,481-Night Owl North Lamar,0,Sunday,End of Summary Table
2019-07-01,2019,483-Night Owl Riverside,0,Sunday,End of Summary Table
2019-07-01,2019,484-Night Owl South Lamar,0,Sunday,End of Summary Table
2019-07-01,2019,485-Night Owl Cameron,0,Sunday,End of Summary Table
2019-07-01,2019,486-Night Owl South Congress,0,Sunday,End of Summary Table
2019-07-01,2019,490-HEB Shuttle,0,Saturday,End of Summary Table
2019-07-01,2019,490-HEB Shuttle,0,Sunday,End of Summary Table
2019-07-01,2019,491-Allandale,0,Sunday,End of Summary Table
2019-07-01,2019,491-Allandale,0,Weekday,End of Summary Table
2019-07-01,2019,492-Delwood,0,Saturday,End of Summary Table
2019-07-01,2019,492-Delwood,0,Sunday,End of Summary Table
2019-07-01,2019,493-EASTVIEW,0,Saturday,End of Summary Table
2019-07-01,2019,493-EASTVIEW,0,Sunday,End of Summary Table
2019-07-01,2019,550-Metro Rail Red Line,0,Saturday,End of Summary Table
2019-07-01,2019,550-Metro Rail Red Line,0,Sunday,End of Summary Table
2019-07-01,2019,640-Forty Acres,0,Sunday,End of Summary Table
2019-07-01,2019,641-East Campus,0,Sunday,End of Summary Table
2019-07-01,2019,653-Red River,0,Saturday,End of Summary Table
2019-07-01,2019,653-Red River,0,Sunday,End of Summary Table
2019-07-01,2019,653-Red River,0,Weekday,End of Summary Table
2019-07-01,2019,656-Intramural Fields/UT,0,Sunday,End of Summary Table
2019-07-01,2019,661-Far West/UT,0,Sunday,End of Summary Table
2019-07-01,2019,671-North Riverside,0,Saturday,End of Summary Table
2019-07-01,2019,671-North Riverside,0,Sunday,End of Summary Table
2019-07-01,2019,671-North Riverside,0,Weekday,End of Summary Table
2019-07-01,2019,672-Lakeshore,0,Saturday,End of Summary Table
2019-07-01,2019,672-Lakeshore,0,Sunday,End of Summary Table
2019-07-01,2019,672-Lakeshore,0,Weekday,End of Summary Table
2019-07-01,2019,681-Intramural/Far West,0,Saturday,End of Summary Table
2019-07-01,2019,681-Intramural/Far West,0,Weekday,End of Summary Table
2019-07-01,2019,682-Forty Acres/East Campus,0,Saturday,End of Summary Table
2019-07-01,2019,682-Forty Acres/East Campus,0,Weekday,End of Summary Table
2019-07-01,2019,935-Tech Ridge Express,0,Saturday,End of Summary Table
2019-07-01,2019,935-Tech Ridge Express,0,Sunday,End of Summary Table
2019-07-01,2019,970-Lantana Express,0,Saturday,End of Summary Table
2019-07-01,2019,970-Lantana Express,0,Sunday,End of Summary Table
2019-07-01,2019,970-Lantana Express,0,Weekday,End of Summary Table
2019-07-01,2019,980-North Mopac Express,0,Sunday,End of Summary Table
2019-07-01,2019,981-Oak Knoll Express,0,Saturday,End of Summary Table
2019-07-01,2019,981-Oak Knoll Express,0,Sunday,End of Summary Table
2019-07-01,2019,982-Pavilion Express,0,Saturday,End of Summary Table
2019-07-01,2019,982-Pavilion Express,0,Sunday,End of Summary Table
2019-07-01,2019,983-N. U.S. 183 Express,0,Saturday,End of Summary Table
2019-07-01,2019,983-N. U.S. 183 Express,0,Sunday,End of Summary Table
2019-07-01,2019,983-N. U.S. 183 Express,0,Weekday,End of Summary Table
2019-07-01,2019,985-Leander/Lakeline Direct,0,Sunday,End of Summary Table
2019-07-01,2019,987-Leander/Lakeline Express,0,Saturday,End of Summary Table
2019-07-01,2019,987-Leander/Lakeline Express,0,Sunday,End of Summary Table
