MONTH YEAR ,FISCAL YEAR NUMBER ,ROUTE NAME,SUM RIDERSHIP AVERAGE,DAY TYPE,End of Summary Table
2020-02-20,2020,100-MetroAirport,0,Saturday,End of Summary Table
2020-02-20,2020,100-MetroAirport,0,Sunday,End of Summary Table
2020-02-20,2020,100-MetroAirport,0,Weekday,End of Summary Table
2020-02-20,2020,103-Manchaca Flyer,0,Saturday,End of Summary Table
2020-02-20,2020,103-Manchaca Flyer,0,Sunday,End of Summary Table
2020-02-20,2020,105-South 5th Flyer,0,Saturday,End of Summary Table
2020-02-20,2020,105-South 5th Flyer,0,Sunday,End of Summary Table
2020-02-20,2020,110-South Central Flyer,0,Saturday,End of Summary Table
2020-02-20,2020,110-South Central Flyer,0,Sunday,End of Summary Table
2020-02-20,2020,110-South Central Flyer,0,Weekday,End of Summary Table
2020-02-20,2020,111-South Mopac Flyer,0,Saturday,End of Summary Table
2020-02-20,2020,111-South Mopac Flyer,0,Sunday,End of Summary Table
2020-02-20,2020,122-Four Points Limited,0,Saturday,End of Summary Table
2020-02-20,2020,122-Four Points Limited,0,Sunday,End of Summary Table
2020-02-20,2020,122-Four Points Limited,0,Weekday,End of Summary Table
2020-02-20,2020,127-Dove Springs Flyer,0,Saturday,End of Summary Table
2020-02-20,2020,127-Dove Springs Flyer,0,Sunday,End of Summary Table
2020-02-20,2020,127-Dove Springs Flyer,0,Weekday,End of Summary Table
2020-02-20,2020,135-Dell Limited,0,Saturday,End of Summary Table
2020-02-20,2020,135-Dell Limited,0,Sunday,End of Summary Table
2020-02-20,2020,142-Metric Flyer,0,Saturday,End of Summary Table
2020-02-20,2020,142-Metric Flyer,0,Sunday,End of Summary Table
2020-02-20,2020,171-Oak Hill Flyer,0,Saturday,End of Summary Table
2020-02-20,2020,171-Oak Hill Flyer,0,Sunday,End of Summary Table
2020-02-20,2020,21-Exposition/Chicon Clockwise,0,Saturday,End of Summary Table
2020-02-20,2020,21-Exposition/Chicon Clockwise,0,Sunday,End of Summary Table
2020-02-20,2020,21-Exposition/Chicon Clockwise,0,Weekday,End of Summary Table
2020-02-20,2020,214-Northwest Feeder,0,Saturday,End of Summary Table
2020-02-20,2020,214-Northwest Feeder,0,Sunday,End of Summary Table
2020-02-20,2020,22-Exposition/Chicon Counter-clockwise,0,Saturday,End of Summary Table
2020-02-20,2020,22-Exposition/Chicon Counter-clockwise,0,Sunday,End of Summary Table
2020-02-20,2020,22-Exposition/Chicon Counter-clockwise,0,Weekday,End of Summary Table
2020-02-20,2020,228-VA Clinic,0,Sunday,End of Summary Table
2020-02-20,2020,238-Westgate ,0,Saturday,End of Summary Table
2020-02-20,2020,238-Westgate ,0,Sunday,End of Summary Table
2020-02-20,2020,238-Westgate ,0,Weekday,End of Summary Table
2020-02-20,2020,240-Rutland,0,Saturday,End of Summary Table
2020-02-20,2020,240-Rutland,0,Sunday,End of Summary Table
2020-02-20,2020,240-Rutland,0,Weekday,End of Summary Table
2020-02-20,2020,275-North Lamar ,0,Saturday,End of Summary Table
2020-02-20,2020,275-North Lamar ,0,Sunday,End of Summary Table
2020-02-20,2020,275-North Lamar ,0,Weekday,End of Summary Table
2020-02-20,2020,320-St. Johns,0,Saturday,End of Summary Table
2020-02-20,2020,320-St. Johns,0,Sunday,End of Summary Table
2020-02-20,2020,320-St. Johns,0,Weekday,End of Summary Table
2020-02-20,2020,331-Oltorf,0,Saturday,End of Summary Table
2020-02-20,2020,331-Oltorf,0,Sunday,End of Summary Table
2020-02-20,2020,331-Oltorf,0,Weekday,End of Summary Table
2020-02-20,2020,338-Lamar/45th,0,Saturday,End of Summary Table
2020-02-20,2020,338-Lamar/45th,0,Sunday,End of Summary Table
2020-02-20,2020,338-Lamar/45th,0,Weekday,End of Summary Table
2020-02-20,2020,37-Colony Park/Windsor Park,0,Saturday,End of Summary Table
2020-02-20,2020,37-Colony Park/Windsor Park,0,Sunday,End of Summary Table
2020-02-20,2020,37-Colony Park/Windsor Park,0,Weekday,End of Summary Table
2020-02-20,2020,410-E-Bus/West Campus,0,Sunday,End of Summary Table
2020-02-20,2020,411-E-Bus/Riverside,0,Sunday,End of Summary Table
2020-02-20,2020,412-E-Bus/Main Campus,0,Sunday,End of Summary Table
2020-02-20,2020,445-New Life Shuttle ,0,Saturday,End of Summary Table
2020-02-20,2020,445-New Life Shuttle ,0,Sunday,End of Summary Table
2020-02-20,2020,445-New Life Shuttle ,0,Weekday,End of Summary Table
2020-02-20,2020,450-Bus Bridge RATP Dev,0,Saturday,End of Summary Table
2020-02-20,2020,450-Bus Bridge RATP Dev,0,Sunday,End of Summary Table
2020-02-20,2020,450-Bus Bridge RATP Dev,0,Weekday,End of Summary Table
2020-02-20,2020,451-Plaza Saltillo Shuttle,0,Saturday,End of Summary Table
2020-02-20,2020,451-Plaza Saltillo Shuttle,0,Sunday,End of Summary Table
2020-02-20,2020,451-Plaza Saltillo Shuttle,0,Weekday,End of Summary Table
2020-02-20,2020,455-Bus Bridge MV,0,Saturday,End of Summary Table
2020-02-20,2020,455-Bus Bridge MV,0,Sunday,End of Summary Table
2020-02-20,2020,455-Bus Bridge MV,0,Weekday,End of Summary Table
2020-02-20,2020,"464-MLK, Jr./Capitol",0,Saturday,End of Summary Table
2020-02-20,2020,"464-MLK, Jr./Capitol",0,Sunday,End of Summary Table
2020-02-20,2020,"464-MLK, Jr./Capitol",0,Weekday,End of Summary Table
2020-02-20,2020,465-MLK/University of Texas,0,Saturday,End of Summary Table
2020-02-20,2020,465-MLK/University of Texas,0,Sunday,End of Summary Table
2020-02-20,2020,466-Kramer/Domain,0,Saturday,End of Summary Table
2020-02-20,2020,466-Kramer/Domain,0,Sunday,End of Summary Table
2020-02-20,2020,470-Manor Flex,0,Saturday,End of Summary Table
2020-02-20,2020,470-Manor Flex,0,Sunday,End of Summary Table
2020-02-20,2020,470-Manor Flex,0,Weekday,End of Summary Table
2020-02-20,2020,481-Night Owl North Lamar,0,Sunday,End of Summary Table
2020-02-20,2020,483-Night Owl Riverside,0,Sunday,End of Summary Table
2020-02-20,2020,484-Night Owl South Lamar,0,Sunday,End of Summary Table
2020-02-20,2020,485-Night Owl Cameron,0,Sunday,End of Summary Table
2020-02-20,2020,486-Night Owl South Congress,0,Sunday,End of Summary Table
2020-02-20,2020,490-HEB Shuttle,0,Saturday,End of Summary Table
2020-02-20,2020,490-HEB Shuttle,0,Sunday,End of Summary Table
2020-02-20,2020,491-Allandale,0,Sunday,End of Summary Table
2020-02-20,2020,491-Allandale,0,Weekday,End of Summary Table
2020-02-20,2020,492-Delwood,0,Saturday,End of Summary Table
2020-02-20,2020,492-Delwood,0,Sunday,End of Summary Table
2020-02-20,2020,493-EASTVIEW,0,Saturday,End of Summary Table
2020-02-20,2020,493-EASTVIEW,0,Sunday,End of Summary Table
2020-02-20,2020,550-Metro Rail Red Line,0,Sunday,End of Summary Table
2020-02-20,2020,640-Forty Acres,0,Saturday,End of Summary Table
2020-02-20,2020,640-Forty Acres,0,Sunday,End of Summary Table
2020-02-20,2020,641-East Campus,0,Saturday,End of Summary Table
2020-02-20,2020,641-East Campus,0,Sunday,End of Summary Table
2020-02-20,2020,642-West Campus/UT,0,Saturday,End of Summary Table
2020-02-20,2020,653-Red River,0,Saturday,End of Summary Table
2020-02-20,2020,653-Red River,0,Sunday,End of Summary Table
2020-02-20,2020,653-Red River,0,Weekday,End of Summary Table
2020-02-20,2020,656-Intramural Fields/UT,0,Saturday,End of Summary Table
2020-02-20,2020,656-Intramural Fields/UT,0,Sunday,End of Summary Table
2020-02-20,2020,661-Far West/UT,0,Saturday,End of Summary Table
2020-02-20,2020,661-Far West/UT,0,Sunday,End of Summary Table
2020-02-20,2020,663-Lake Austin/UT,0,Saturday,End of Summary Table
2020-02-20,2020,670-Crossing Place,0,Saturday,End of Summary Table
2020-02-20,2020,671-North Riverside,0,Saturday,End of Summary Table
2020-02-20,2020,671-North Riverside,0,Sunday,End of Summary Table
2020-02-20,2020,672-Lakeshore,0,Saturday,End of Summary Table
2020-02-20,2020,672-Lakeshore,0,Sunday,End of Summary Table
2020-02-20,2020,680-North Riverside/Lakeshore,0,Saturday,End of Summary Table
2020-02-20,2020,681-Intramural/Far West,0,Saturday,End of Summary Table
2020-02-20,2020,681-Intramural/Far West,0,Weekday,End of Summary Table
2020-02-20,2020,682-Forty Acres/East Campus,0,Saturday,End of Summary Table
2020-02-20,2020,682-Forty Acres/East Campus,0,Weekday,End of Summary Table
2020-02-20,2020,935-Tech Ridge Express,0,Saturday,End of Summary Table
2020-02-20,2020,935-Tech Ridge Express,0,Sunday,End of Summary Table
2020-02-20,2020,970-Lantana Express,0,Saturday,End of Summary Table
2020-02-20,2020,970-Lantana Express,0,Sunday,End of Summary Table
2020-02-20,2020,970-Lantana Express,0,Weekday,End of Summary Table
2020-02-20,2020,980-North Mopac Express,0,Saturday,End of Summary Table
2020-02-20,2020,980-North Mopac Express,0,Sunday,End of Summary Table
2020-02-20,2020,981-Oak Knoll Express,0,Saturday,End of Summary Table
2020-02-20,2020,981-Oak Knoll Express,0,Sunday,End of Summary Table
2020-02-20,2020,982-Pavilion Express,0,Saturday,End of Summary Table
2020-02-20,2020,982-Pavilion Express,0,Sunday,End of Summary Table
2020-02-20,2020,983-N. U.S. 183 Express,0,Saturday,End of Summary Table
2020-02-20,2020,983-N. U.S. 183 Express,0,Sunday,End of Summary Table
2020-02-20,2020,983-N. U.S. 183 Express,0,Weekday,End of Summary Table
2020-02-20,2020,985-Leander/Lakeline Direct,0,Saturday,End of Summary Table
2020-02-20,2020,985-Leander/Lakeline Direct,0,Sunday,End of Summary Table
2020-02-20,2020,987-Leander/Lakeline Express,0,Saturday,End of Summary Table
2020-02-20,2020,987-Leander/Lakeline Express,0,Sunday,End of Summary Table
2020-02-20,2020,990-Manor/Elgin Express,0,Saturday,End of Summary Table
2020-02-20,2020,990-Manor/Elgin Express,0,Sunday,End of Summary Table
2020-02-20,2020,493-EASTVIEW,94,Weekday,End of Summary Table
2020-02-20,2020,682-Forty Acres/East Campus,145,Sunday,End of Summary Table
2020-02-20,2020,484-Night Owl South Lamar,224,Saturday,End of Summary Table
2020-02-20,2020,233-Decker/Daffan Ln,271,Sunday,End of Summary Table
2020-02-20,2020,663-Lake Austin/UT,290,Sunday,End of Summary Table
2020-02-20,2020,412-E-Bus/Main Campus,304,Weekday,End of Summary Table
2020-02-20,2020,135-Dell Limited,317,Weekday,End of Summary Table
2020-02-20,2020,485-Night Owl Cameron,323,Saturday,End of Summary Table
2020-02-20,2020,490-HEB Shuttle,329,Weekday,End of Summary Table
2020-02-20,2020,412-E-Bus/Main Campus,339,Saturday,End of Summary Table
2020-02-20,2020,492-Delwood,348,Weekday,End of Summary Table
2020-02-20,2020,680-North Riverside/Lakeshore,360,Sunday,End of Summary Table
2020-02-20,2020,681-Intramural/Far West,368,Sunday,End of Summary Table
2020-02-20,2020,670-Crossing Place,379,Sunday,End of Summary Table
2020-02-20,2020,642-West Campus/UT,391,Sunday,End of Summary Table
2020-02-20,2020,491-Allandale,396,Saturday,End of Summary Table
2020-02-20,2020,233-Decker/Daffan Ln,423,Saturday,End of Summary Table
2020-02-20,2020,486-Night Owl South Congress,445,Saturday,End of Summary Table
2020-02-20,2020,345-45TH,457,Sunday,End of Summary Table
2020-02-20,2020,484-Night Owl South Lamar,490,Weekday,End of Summary Table
2020-02-20,2020,411-E-Bus/Riverside,593,Saturday,End of Summary Table
2020-02-20,2020,237-Northeast Feeder,658,Sunday,End of Summary Table
2020-02-20,2020,345-45TH,713,Saturday,End of Summary Table
2020-02-20,2020,411-E-Bus/Riverside,743,Weekday,End of Summary Table
2020-02-20,2020,243-Wells Branch,772,Sunday,End of Summary Table
2020-02-20,2020,339-Tuscany,777,Sunday,End of Summary Table
2020-02-20,2020,228-VA Clinic,868,Saturday,End of Summary Table
2020-02-20,2020,483-Night Owl Riverside,885,Saturday,End of Summary Table
2020-02-20,2020,237-Northeast Feeder,895,Saturday,End of Summary Table
2020-02-20,2020,201-Southpark Meadows,925,Sunday,End of Summary Table
2020-02-20,2020,392-Braker,1012,Sunday,End of Summary Table
2020-02-20,2020,481-Night Owl North Lamar,1014,Saturday,End of Summary Table
2020-02-20,2020,322-Chicon/Cherrywood,1157,Sunday,End of Summary Table
2020-02-20,2020,271-Del Valle,1198,Sunday,End of Summary Table
2020-02-20,2020,217-Montopolis Feeder,1226,Sunday,End of Summary Table
2020-02-20,2020,243-Wells Branch,1236,Saturday,End of Summary Table
2020-02-20,2020,485-Night Owl Cameron,1290,Weekday,End of Summary Table
2020-02-20,2020,339-Tuscany,1292,Saturday,End of Summary Table
2020-02-20,2020,201-Southpark Meadows,1343,Saturday,End of Summary Table
2020-02-20,2020,410-E-Bus/West Campus,1351,Saturday,End of Summary Table
2020-02-20,2020,410-E-Bus/West Campus,1451,Weekday,End of Summary Table
2020-02-20,2020,323-Anderson,1531,Sunday,End of Summary Table
2020-02-20,2020,19-Bull Creek,1570,Sunday,End of Summary Table
2020-02-20,2020,6-East 12th,1613,Sunday,End of Summary Table
2020-02-20,2020,392-Braker,1643,Saturday,End of Summary Table
2020-02-20,2020,214-Northwest Feeder,1695,Weekday,End of Summary Table
2020-02-20,2020,103-Manchaca Flyer,1740,Weekday,End of Summary Table
2020-02-20,2020,486-Night Owl South Congress,1766,Weekday,End of Summary Table
2020-02-20,2020,217-Montopolis Feeder,1783,Saturday,End of Summary Table
2020-02-20,2020,5-Woodrow/Lamar,1840,Sunday,End of Summary Table
2020-02-20,2020,483-Night Owl Riverside,1844,Weekday,End of Summary Table
2020-02-20,2020,315-Ben White,1936,Sunday,End of Summary Table
2020-02-20,2020,335-335 35th/38th,1987,Sunday,End of Summary Table
2020-02-20,2020,323-Anderson,2070,Saturday,End of Summary Table
2020-02-20,2020,981-Oak Knoll Express,2125,Weekday,End of Summary Table
2020-02-20,2020,322-Chicon/Cherrywood,2193,Saturday,End of Summary Table
2020-02-20,2020,990-Manor/Elgin Express,2210,Weekday,End of Summary Table
2020-02-20,2020,271-Del Valle,2314,Saturday,End of Summary Table
2020-02-20,2020,5-Woodrow/Lamar,2349,Saturday,End of Summary Table
2020-02-20,2020,142-Metric Flyer,2423,Weekday,End of Summary Table
2020-02-20,2020,30-Barton Creek Sq,2427,Sunday,End of Summary Table
2020-02-20,2020,481-Night Owl North Lamar,2441,Weekday,End of Summary Table
2020-02-20,2020,18-Martin Luther King,2518,Sunday,End of Summary Table
2020-02-20,2020,233-Decker/Daffan Ln,2606,Weekday,End of Summary Table
2020-02-20,2020,466-Kramer/Domain,2692,Weekday,End of Summary Table
2020-02-20,2020,318-Westgate/Slaughter,2719,Sunday,End of Summary Table
2020-02-20,2020,335-335 35th/38th,2827,Saturday,End of Summary Table
2020-02-20,2020,111-South Mopac Flyer,2828,Weekday,End of Summary Table
2020-02-20,2020,310-Parker/Wickersham,2863,Sunday,End of Summary Table
2020-02-20,2020,105-South 5th Flyer,2874,Weekday,End of Summary Table
2020-02-20,2020,6-East 12th,2907,Saturday,End of Summary Table
2020-02-20,2020,345-45TH,2963,Weekday,End of Summary Table
2020-02-20,2020,315-Ben White,2985,Saturday,End of Summary Table
2020-02-20,2020,2-Rosewood,3133,Sunday,End of Summary Table
2020-02-20,2020,19-Bull Creek,3381,Saturday,End of Summary Table
2020-02-20,2020,337-Koenig/Colony Park,3413,Sunday,End of Summary Table
2020-02-20,2020,17-Cesar Chavez,3421,Sunday,End of Summary Table
2020-02-20,2020,350-Airport Blvd,3442,Sunday,End of Summary Table
2020-02-20,2020,324-Georgian/Ohlen,3480,Sunday,End of Summary Table
2020-02-20,2020,30-Barton Creek Sq,3550,Saturday,End of Summary Table
2020-02-20,2020,171-Oak Hill Flyer,3571,Weekday,End of Summary Table
2020-02-20,2020,237-Northeast Feeder,3680,Weekday,End of Summary Table
2020-02-20,2020,MA-MetroAccess,3820,Sunday,End of Summary Table
2020-02-20,2020,318-Westgate/Slaughter,3964,Saturday,End of Summary Table
2020-02-20,2020,465-MLK/University of Texas,4239,Weekday,End of Summary Table
2020-02-20,2020,18-Martin Luther King,4452,Saturday,End of Summary Table
2020-02-20,2020,383-Research/Braker,4462,Sunday,End of Summary Table
2020-02-20,2020,310-Parker/Wickersham,4585,Saturday,End of Summary Table
2020-02-20,2020,4-7th Street,4677,Sunday,End of Summary Table
2020-02-20,2020,350-Airport Blvd,4833,Saturday,End of Summary Table
2020-02-20,2020,2-Rosewood,4963,Saturday,End of Summary Table
2020-02-20,2020,333-William Cannon,5131,Sunday,End of Summary Table
2020-02-20,2020,MA-MetroAccess,5352,Saturday,End of Summary Table
2020-02-20,2020,17-Cesar Chavez,5410,Saturday,End of Summary Table
2020-02-20,2020,324-Georgian/Ohlen,5591,Saturday,End of Summary Table
2020-02-20,2020,311-Stassney,5649,Sunday,End of Summary Table
2020-02-20,2020,935-Tech Ridge Express,5696,Weekday,End of Summary Table
2020-02-20,2020,337-Koenig/Colony Park,5782,Saturday,End of Summary Table
2020-02-20,2020,339-Tuscany,6452,Weekday,End of Summary Table
2020-02-20,2020,243-Wells Branch,6790,Weekday,End of Summary Table
2020-02-20,2020,4-7th Street,6908,Saturday,End of Summary Table
2020-02-20,2020,383-Research/Braker,7287,Saturday,End of Summary Table
2020-02-20,2020,550-Metro Rail Red Line,7287,Saturday,End of Summary Table
2020-02-20,2020,217-Montopolis Feeder,7366,Weekday,End of Summary Table
2020-02-20,2020,3-Burnet/Manchaca,7721,Sunday,End of Summary Table
2020-02-20,2020,325-Metric/Rundberg,7866,Sunday,End of Summary Table
2020-02-20,2020,680-North Riverside/Lakeshore,7875,Weekday,End of Summary Table
2020-02-20,2020,333-William Cannon,8007,Saturday,End of Summary Table
2020-02-20,2020,987-Leander/Lakeline Express,8045,Weekday,End of Summary Table
2020-02-20,2020,228-VA Clinic,8295,Weekday,End of Summary Table
2020-02-20,2020,311-Stassney,8462,Saturday,End of Summary Table
2020-02-20,2020,392-Braker,8948,Weekday,End of Summary Table
2020-02-20,2020,201-Southpark Meadows,9021,Weekday,End of Summary Table
2020-02-20,2020,672-Lakeshore,9657,Weekday,End of Summary Table
2020-02-20,2020,1-North Lamar/South Congress,9968,Sunday,End of Summary Table
2020-02-20,2020,980-North Mopac Express,10074,Weekday,End of Summary Table
2020-02-20,2020,323-Anderson,10727,Weekday,End of Summary Table
2020-02-20,2020,641-East Campus,11130,Weekday,End of Summary Table
2020-02-20,2020,322-Chicon/Cherrywood,11217,Weekday,End of Summary Table
2020-02-20,2020,5-Woodrow/Lamar,11669,Weekday,End of Summary Table
2020-02-20,2020,671-North Riverside,12036,Weekday,End of Summary Table
2020-02-20,2020,325-Metric/Rundberg,12123,Saturday,End of Summary Table
2020-02-20,2020,3-Burnet/Manchaca,13237,Saturday,End of Summary Table
2020-02-20,2020,803-Burnet/S Lamar,13671,Sunday,End of Summary Table
2020-02-20,2020,6-East 12th,13685,Weekday,End of Summary Table
2020-02-20,2020,30-Barton Creek Sq,14070,Weekday,End of Summary Table
2020-02-20,2020,982-Pavilion Express,14319,Weekday,End of Summary Table
2020-02-20,2020,7-Duval / Dove Springs,14425,Sunday,End of Summary Table
2020-02-20,2020,640-Forty Acres,14934,Weekday,End of Summary Table
2020-02-20,2020,335-335 35th/38th,15121,Weekday,End of Summary Table
2020-02-20,2020,1-North Lamar/South Congress,15207,Saturday,End of Summary Table
2020-02-20,2020,10-South 1st/Red River,15278,Sunday,End of Summary Table
2020-02-20,2020,20-Manor Rd/Riverside,15756,Sunday,End of Summary Table
2020-02-20,2020,315-Ben White,15766,Weekday,End of Summary Table
2020-02-20,2020,663-Lake Austin/UT,16129,Weekday,End of Summary Table
2020-02-20,2020,19-Bull Creek,17229,Weekday,End of Summary Table
2020-02-20,2020,318-Westgate/Slaughter,17943,Weekday,End of Summary Table
2020-02-20,2020,300-Springdale/Oltorf,18242,Sunday,End of Summary Table
2020-02-20,2020,271-Del Valle,19514,Weekday,End of Summary Table
2020-02-20,2020,801-N Lamar S Congress,20140,Sunday,End of Summary Table
2020-02-20,2020,7-Duval / Dove Springs,22297,Saturday,End of Summary Table
2020-02-20,2020,803-Burnet/S Lamar,22774,Saturday,End of Summary Table
2020-02-20,2020,310-Parker/Wickersham,23204,Weekday,End of Summary Table
2020-02-20,2020,20-Manor Rd/Riverside,23234,Saturday,End of Summary Table
2020-02-20,2020,10-South 1st/Red River,23342,Saturday,End of Summary Table
2020-02-20,2020,18-Martin Luther King,24540,Weekday,End of Summary Table
2020-02-20,2020,2-Rosewood,25323,Weekday,End of Summary Table
2020-02-20,2020,300-Springdale/Oltorf,26747,Saturday,End of Summary Table
2020-02-20,2020,350-Airport Blvd,28144,Weekday,End of Summary Table
2020-02-20,2020,985-Leander/Lakeline Direct,28773,Weekday,End of Summary Table
2020-02-20,2020,324-Georgian/Ohlen,28860,Weekday,End of Summary Table
2020-02-20,2020,17-Cesar Chavez,28988,Weekday,End of Summary Table
2020-02-20,2020,661-Far West/UT,31191,Weekday,End of Summary Table
2020-02-20,2020,383-Research/Braker,32897,Weekday,End of Summary Table
2020-02-20,2020,801-N Lamar S Congress,35718,Saturday,End of Summary Table
2020-02-20,2020,337-Koenig/Colony Park,38378,Weekday,End of Summary Table
2020-02-20,2020,4-7th Street,38403,Weekday,End of Summary Table
2020-02-20,2020,642-West Campus/UT,38692,Weekday,End of Summary Table
2020-02-20,2020,333-William Cannon,39006,Weekday,End of Summary Table
2020-02-20,2020,656-Intramural Fields/UT,39745,Weekday,End of Summary Table
2020-02-20,2020,670-Crossing Place,41798,Weekday,End of Summary Table
2020-02-20,2020,MA-MetroAccess,46655,Weekday,End of Summary Table
2020-02-20,2020,311-Stassney,49462,Weekday,End of Summary Table
2020-02-20,2020,550-Metro Rail Red Line,60199,Weekday,End of Summary Table
2020-02-20,2020,3-Burnet/Manchaca,63364,Weekday,End of Summary Table
2020-02-20,2020,325-Metric/Rundberg,64839,Weekday,End of Summary Table
2020-02-20,2020,1-North Lamar/South Congress,70439,Weekday,End of Summary Table
2020-02-20,2020,803-Burnet/S Lamar,125987,Weekday,End of Summary Table
2020-02-20,2020,20-Manor Rd/Riverside,132923,Weekday,End of Summary Table
2020-02-20,2020,300-Springdale/Oltorf,138427,Weekday,End of Summary Table
2020-02-20,2020,10-South 1st/Red River,143786,Weekday,End of Summary Table
2020-02-20,2020,7-Duval / Dove Springs,151348,Weekday,End of Summary Table
2020-02-20,2020,801-N Lamar S Congress,211634,Weekday,End of Summary Table
2020-01-20,2020,100-MetroAirport,0,Saturday,End of Summary Table
2020-01-20,2020,100-MetroAirport,0,Sunday,End of Summary Table
2020-01-20,2020,100-MetroAirport,0,Weekday,End of Summary Table
2020-01-20,2020,103-Manchaca Flyer,0,Saturday,End of Summary Table
2020-01-20,2020,103-Manchaca Flyer,0,Sunday,End of Summary Table
2020-01-20,2020,105-South 5th Flyer,0,Saturday,End of Summary Table
2020-01-20,2020,105-South 5th Flyer,0,Sunday,End of Summary Table
2020-01-20,2020,110-South Central Flyer,0,Saturday,End of Summary Table
2020-01-20,2020,110-South Central Flyer,0,Sunday,End of Summary Table
2020-01-20,2020,110-South Central Flyer,0,Weekday,End of Summary Table
2020-01-20,2020,111-South Mopac Flyer,0,Saturday,End of Summary Table
2020-01-20,2020,111-South Mopac Flyer,0,Sunday,End of Summary Table
2020-01-20,2020,122-Four Points Limited,0,Saturday,End of Summary Table
2020-01-20,2020,122-Four Points Limited,0,Sunday,End of Summary Table
2020-01-20,2020,122-Four Points Limited,0,Weekday,End of Summary Table
2020-01-20,2020,127-Dove Springs Flyer,0,Saturday,End of Summary Table
2020-01-20,2020,127-Dove Springs Flyer,0,Sunday,End of Summary Table
2020-01-20,2020,127-Dove Springs Flyer,0,Weekday,End of Summary Table
2020-01-20,2020,135-Dell Limited,0,Saturday,End of Summary Table
2020-01-20,2020,135-Dell Limited,0,Sunday,End of Summary Table
2020-01-20,2020,142-Metric Flyer,0,Saturday,End of Summary Table
2020-01-20,2020,142-Metric Flyer,0,Sunday,End of Summary Table
2020-01-20,2020,171-Oak Hill Flyer,0,Saturday,End of Summary Table
2020-01-20,2020,171-Oak Hill Flyer,0,Sunday,End of Summary Table
2020-01-20,2020,21-Exposition/Chicon Clockwise,0,Saturday,End of Summary Table
2020-01-20,2020,21-Exposition/Chicon Clockwise,0,Sunday,End of Summary Table
2020-01-20,2020,21-Exposition/Chicon Clockwise,0,Weekday,End of Summary Table
2020-01-20,2020,214-Northwest Feeder,0,Saturday,End of Summary Table
2020-01-20,2020,214-Northwest Feeder,0,Sunday,End of Summary Table
2020-01-20,2020,22-Exposition/Chicon Counter-clockwise,0,Saturday,End of Summary Table
2020-01-20,2020,22-Exposition/Chicon Counter-clockwise,0,Sunday,End of Summary Table
2020-01-20,2020,22-Exposition/Chicon Counter-clockwise,0,Weekday,End of Summary Table
2020-01-20,2020,228-VA Clinic,0,Sunday,End of Summary Table
2020-01-20,2020,238-Westgate ,0,Saturday,End of Summary Table
2020-01-20,2020,238-Westgate ,0,Sunday,End of Summary Table
2020-01-20,2020,238-Westgate ,0,Weekday,End of Summary Table
2020-01-20,2020,240-Rutland,0,Saturday,End of Summary Table
2020-01-20,2020,240-Rutland,0,Sunday,End of Summary Table
2020-01-20,2020,240-Rutland,0,Weekday,End of Summary Table
2020-01-20,2020,275-North Lamar ,0,Saturday,End of Summary Table
2020-01-20,2020,275-North Lamar ,0,Sunday,End of Summary Table
2020-01-20,2020,275-North Lamar ,0,Weekday,End of Summary Table
2020-01-20,2020,320-St. Johns,0,Saturday,End of Summary Table
2020-01-20,2020,320-St. Johns,0,Sunday,End of Summary Table
2020-01-20,2020,320-St. Johns,0,Weekday,End of Summary Table
2020-01-20,2020,331-Oltorf,0,Saturday,End of Summary Table
2020-01-20,2020,331-Oltorf,0,Sunday,End of Summary Table
2020-01-20,2020,331-Oltorf,0,Weekday,End of Summary Table
2020-01-20,2020,338-Lamar/45th,0,Saturday,End of Summary Table
2020-01-20,2020,338-Lamar/45th,0,Sunday,End of Summary Table
2020-01-20,2020,338-Lamar/45th,0,Weekday,End of Summary Table
2020-01-20,2020,37-Colony Park/Windsor Park,0,Saturday,End of Summary Table
2020-01-20,2020,37-Colony Park/Windsor Park,0,Sunday,End of Summary Table
2020-01-20,2020,37-Colony Park/Windsor Park,0,Weekday,End of Summary Table
2020-01-20,2020,410-E-Bus/West Campus,0,Sunday,End of Summary Table
2020-01-20,2020,411-E-Bus/Riverside,0,Sunday,End of Summary Table
2020-01-20,2020,412-E-Bus/Main Campus,0,Sunday,End of Summary Table
2020-01-20,2020,445-New Life Shuttle ,0,Saturday,End of Summary Table
2020-01-20,2020,445-New Life Shuttle ,0,Sunday,End of Summary Table
2020-01-20,2020,445-New Life Shuttle ,0,Weekday,End of Summary Table
2020-01-20,2020,450-Bus Bridge RATP Dev,0,Saturday,End of Summary Table
2020-01-20,2020,450-Bus Bridge RATP Dev,0,Sunday,End of Summary Table
2020-01-20,2020,450-Bus Bridge RATP Dev,0,Weekday,End of Summary Table
2020-01-20,2020,451-Plaza Saltillo Shuttle,0,Saturday,End of Summary Table
2020-01-20,2020,451-Plaza Saltillo Shuttle,0,Sunday,End of Summary Table
2020-01-20,2020,451-Plaza Saltillo Shuttle,0,Weekday,End of Summary Table
2020-01-20,2020,455-Bus Bridge MV,0,Saturday,End of Summary Table
2020-01-20,2020,455-Bus Bridge MV,0,Sunday,End of Summary Table
2020-01-20,2020,455-Bus Bridge MV,0,Weekday,End of Summary Table
2020-01-20,2020,"464-MLK, Jr./Capitol",0,Saturday,End of Summary Table
2020-01-20,2020,"464-MLK, Jr./Capitol",0,Sunday,End of Summary Table
